Phase,Day,Timestep,Age,IncomeBracket,HouseholdSize,MaritalStatus,EmploymentStatus,Gender,LoyaltyType,LoyaltyFirm,LoyaltyStrength
run,3,2,38,200k+,1,Divorced,Employed,Male,Returning,Firm2,0.9157566428184509
run,3,2,63,50k-100k,2,Married,Employed,Male,Returning,Firm1,0.5014421343803406
run,3,2,18,50k-100k,1,Single,Student,Female,New,,0.0
run,3,2,55,<50k,1,Single,Employed,Male,Returning,Firm2,0.4422891139984131
run,3,2,40,50k-100k,3,Married,Employed,Female,New,,0.0
run,3,2,42,100k-200k,2,Single,Employed,Female,Returning,Firm2,0.4026015102863312
run,3,2,21,100k-200k,1,Single,Student,Female,New,,0.0
run,3,2,36,50k-100k,2,Single,Employed,Male,Returning,Firm1,0.7425275444984436
run,3,2,38,50k-100k,1,Married,Employed,Female,New,,0.0
run,3,2,52,50k-100k,3,Single,Employed,Male,Returning,Firm2,0.5306258797645569
run,3,2,56,100k-200k,3,Married,Employed,Female,New,,0.0
run,3,2,51,<50k,3,Single,Employed,Female,Returning,Firm1,0.5389406681060791
run,3,2,44,<50k,1,Married,Employed,Male,Returning,Firm2,0.6293923854827881
run,3,2,42,50k-100k,5,Single,Employed,Male,Returning,Firm1,0.952991783618927
run,3,2,36,200k+,2,Married,Employed,Female,New,,0.0
run,3,2,32,<50k,2,Single,Employed,Female,Returning,Firm2,0.8762696981430054
run,3,2,50,50k-100k,1,Single,Employed,Male,Returning,Firm1,0.678619921207428
run,3,2,29,50k-100k,1,Married,Employed,Female,New,,0.0
run,3,2,28,<50k,2,Single,Employed,Female,Returning,Firm1,0.48279187083244324
run,3,2,30,50k-100k,3,Single,Employed,Female,Returning,Firm1,0.48758694529533386
run,3,2,25,100k-200k,2,Single,Employed,Male,Returning,Firm1,0.6360825896263123
run,3,2,56,200k+,1,Single,Employed,Female,Returning,Firm1,0.5177319645881653
run,3,2,30,50k-100k,3,Single,Employed,Male,Returning,Firm1,0.9195311665534973
run,3,2,45,100k-200k,2,Married,Employed,Female,New,,0.0
run,3,2,41,50k-100k,2,Married,Employed,Female,New,,0.0
run,3,2,19,50k-100k,3,Single,Student,Female,New,,0.0
run,3,2,40,200k+,3,Married,Employed,Female,Returning,Firm1,0.5506649613380432
run,3,2,56,50k-100k,1,Single,Employed,Male,Returning,Firm1,0.5173243284225464
run,3,2,18,<50k,1,Married,Student,Female,Returning,Firm2,0.7945953607559204
run,3,2,29,200k+,1,Single,Employed,Female,New,,0.0
run,3,2,25,<50k,3,Married,Employed,Male,Returning,Firm2,0.4460631012916565
run,3,2,29,50k-100k,2,Single,Employed,Male,Returning,Firm1,0.7631887793540955
run,3,2,31,50k-100k,1,Divorced,Employed,Female,New,,0.0
run,3,2,50,50k-100k,1,Married,Employed,Female,Returning,Firm2,0.5205327868461609
run,3,2,24,100k-200k,3,Single,Unemployed,Male,New,,0.0
run,3,2,31,100k-200k,3,Married,Employed,Male,New,,0.0
run,3,2,28,200k+,2,Single,Employed,Female,New,,0.0
run,3,2,40,50k-100k,1,Married,Employed,Female,Returning,Firm2,0.7948115468025208
run,3,2,42,<50k,4,Divorced,Employed,Male,New,,0.0
run,3,2,18,<50k,3,Single,Student,Male,Returning,Firm2,0.5414446592330933
run,3,2,28,<50k,4,Divorced,Employed,Female,Returning,Firm2,0.9305233955383301
run,3,2,35,<50k,1,Single,Employed,Male,Returning,Firm1,0.7805999517440796
run,3,2,29,50k-100k,1,Divorced,Unemployed,Male,Returning,Firm1,0.8262426257133484
run,3,2,35,50k-100k,1,Married,Employed,Male,New,,0.0
run,3,2,21,50k-100k,2,Single,Student,Male,Returning,Firm1,0.8014234304428101
run,3,2,52,50k-100k,1,Single,Employed,Female,Returning,Firm2,0.9854584336280823
run,3,2,18,50k-100k,1,Married,Student,Female,Returning,Firm2,0.8170700669288635
run,3,2,18,50k-100k,2,Married,Student,Male,Returning,Firm1,0.5164364576339722
run,3,2,63,100k-200k,1,Single,Unemployed,Female,New,,0.0
run,3,2,18,100k-200k,1,Single,Employed,Female,New,,0.0
run,3,2,26,50k-100k,1,Single,Employed,Female,Returning,Firm2,0.46123528480529785
run,3,2,27,<50k,3,Divorced,Employed,Female,New,,0.0
run,3,2,46,200k+,3,Single,Employed,Female,Returning,Firm1,0.792654275894165
run,3,2,24,<50k,1,Single,Employed,Male,Returning,Firm1,0.7053197622299194
run,3,2,20,50k-100k,1,Single,Employed,Male,New,,0.0
run,3,2,36,100k-200k,2,Married,Employed,Male,Returning,Firm2,0.7336455583572388
run,3,2,35,<50k,2,Married,Employed,Female,Returning,Firm2,0.6467797756195068
run,3,2,44,200k+,5,Single,Employed,Male,Returning,Firm2,0.664594829082489
run,3,2,18,200k+,1,Single,Student,Male,Returning,Firm1,0.5969332456588745
run,3,2,27,100k-200k,4,Divorced,Employed,Male,New,,0.0
run,3,2,45,50k-100k,1,Single,Employed,Female,Returning,Firm2,0.7367023229598999
run,3,2,33,50k-100k,4,Divorced,Employed,Female,Returning,Firm2,0.7822580933570862
run,3,2,40,200k+,4,Married,Employed,Male,Returning,Firm2,0.7386085391044617
run,3,2,54,<50k,2,Married,Employed,Male,Returning,Firm2,0.7238765954971313
run,3,2,38,<50k,2,Single,Employed,Female,Returning,Firm2,0.6326072216033936
run,3,2,18,<50k,2,Married,Student,Female,Returning,Firm1,0.557528555393219
run,3,2,44,50k-100k,1,Single,Employed,Female,Returning,Firm1,0.8739017248153687
run,3,2,36,50k-100k,1,Married,Employed,Female,New,,0.0
run,3,2,38,50k-100k,1,Divorced,Employed,Male,New,,0.0
run,3,2,44,50k-100k,2,Divorced,Employed,Female,New,,0.0
run,3,2,29,200k+,4,Single,Employed,Female,Returning,Firm2,0.45242631435394287
run,3,2,60,<50k,2,Single,Employed,Female,Returning,Firm1,0.6613525748252869
run,3,2,29,50k-100k,1,Married,Employed,Female,New,,0.0
run,3,2,38,50k-100k,4,Single,Employed,Male,Returning,Firm1,0.6027570366859436
run,3,2,55,100k-200k,1,Single,Employed,Male,Returning,Firm2,0.5134044885635376
run,3,2,26,50k-100k,3,Married,Employed,Female,New,,0.0
run,3,2,52,50k-100k,1,Married,Employed,Male,New,,0.0
run,3,2,43,<50k,2,Married,Unemployed,Female,New,,0.0
run,3,2,38,200k+,2,Single,Employed,Male,Returning,Firm2,0.5316768884658813
run,3,2,35,100k-200k,2,Married,Employed,Female,Returning,Firm2,0.7939221262931824
run,3,2,37,<50k,1,Single,Employed,Female,Returning,Firm2,0.9896267652511597
run,3,2,40,<50k,1,Single,Unemployed,Male,Returning,Firm2,0.9096798896789551
run,3,2,43,200k+,3,Single,Employed,Female,Returning,Firm1,0.4592459499835968
run,3,2,55,200k+,2,Single,Employed,Male,Returning,Firm1,0.8906567692756653
run,3,2,45,50k-100k,1,Divorced,Employed,Female,Returning,Firm2,0.8182923197746277
run,3,2,46,<50k,1,Single,Employed,Male,Returning,Firm2,0.5655724406242371
run,3,2,25,50k-100k,4,Divorced,Employed,Female,New,,0.0
run,3,2,45,<50k,2,Single,Unemployed,Female,Returning,Firm1,0.6457616090774536
run,3,2,49,<50k,2,Single,Employed,Male,Returning,Firm1,0.44534066319465637
run,3,2,41,200k+,2,Single,Employed,Female,Returning,Firm1,0.8506473302841187
run,3,2,21,100k-200k,2,Single,Student,Female,New,,0.0
run,3,2,59,50k-100k,3,Married,Employed,Male,Returning,Firm1,0.8350183367729187
run,3,2,44,50k-100k,1,Married,Employed,Female,New,,0.0
run,3,2,18,100k-200k,4,Divorced,Student,Female,New,,0.0
run,3,2,48,50k-100k,3,Single,Employed,Female,Returning,Firm2,0.5683599710464478
run,3,2,33,50k-100k,3,Married,Employed,Male,Returning,Firm2,0.4867723882198334
run,3,2,37,50k-100k,4,Single,Employed,Female,New,,0.0
run,3,2,18,100k-200k,1,Married,Student,Female,Returning,Firm2,0.6430656909942627
run,3,2,49,50k-100k,3,Single,Employed,Female,New,,0.0
run,3,2,27,50k-100k,6,Single,Employed,Male,Returning,Firm1,0.6122438311576843
run,3,2,20,50k-100k,1,Single,Student,Female,Returning,Firm1,0.5694831013679504
run,3,2,37,50k-100k,3,Married,Employed,Male,New,,0.0
run,3,2,48,100k-200k,2,Single,Employed,Female,Returning,Firm1,0.7715163230895996
run,3,2,18,100k-200k,2,Single,Student,Female,Returning,Firm2,0.5983368158340454
run,3,2,57,200k+,3,Divorced,Unemployed,Female,Returning,Firm2,0.7299831509590149
run,3,2,38,50k-100k,5,Married,Employed,Female,Returning,Firm1,0.7222405672073364
run,3,2,41,<50k,1,Married,Employed,Female,New,,0.0
run,3,2,26,50k-100k,2,Married,Employed,Male,New,,0.0
run,3,2,29,50k-100k,1,Married,Employed,Female,Returning,Firm2,0.42814549803733826
run,3,2,22,200k+,1,Single,Employed,Male,Returning,Firm2,0.7115849852561951
run,3,2,18,50k-100k,3,Married,Student,Female,Returning,Firm2,0.7508506774902344
run,3,2,30,200k+,1,Single,Employed,Male,New,,0.0
run,3,2,43,50k-100k,1,Married,Employed,Female,Returning,Firm1,0.8329168558120728
run,3,2,42,100k-200k,1,Married,Employed,Female,Returning,Firm1,0.6605878472328186
run,3,2,25,200k+,4,Single,Employed,Female,Returning,Firm2,0.7261304259300232
run,3,2,47,100k-200k,5,Married,Employed,Female,Returning,Firm1,0.8069230318069458
run,3,2,55,100k-200k,5,Single,Unemployed,Male,New,,0.0
run,3,2,50,<50k,2,Single,Employed,Female,Returning,Firm1,0.6499165892601013
run,3,2,62,100k-200k,6,Single,Employed,Female,Returning,Firm1,0.6851902604103088
run,3,2,38,100k-200k,4,Single,Employed,Female,New,,0.0
run,3,2,21,50k-100k,1,Single,Employed,Female,Returning,Firm1,0.806119978427887
run,3,2,32,200k+,2,Divorced,Employed,Male,Returning,Firm2,0.590747058391571
run,3,2,35,<50k,5,Single,Unemployed,Female,New,,0.0
run,3,2,33,50k-100k,2,Single,Employed,Male,Returning,Firm1,0.934467613697052
run,3,2,26,<50k,5,Single,Employed,Female,New,,0.0
run,3,2,28,<50k,2,Married,Employed,Female,New,,0.0
run,3,2,38,50k-100k,2,Single,Employed,Male,New,,0.0
run,3,2,32,200k+,4,Divorced,Employed,Female,Returning,Firm2,0.6235426664352417
run,3,2,53,50k-100k,1,Single,Unemployed,Male,New,,0.0
run,3,2,55,200k+,3,Married,Employed,Female,New,,0.0
run,3,2,38,<50k,2,Single,Employed,Male,Returning,Firm1,0.8145700693130493
run,3,2,24,50k-100k,1,Married,Employed,Male,Returning,Firm1,0.49940225481987
run,3,2,26,200k+,4,Single,Employed,Female,Returning,Firm1,0.6256943941116333
run,3,2,29,<50k,4,Single,Unemployed,Male,Returning,Firm1,0.8554155826568604
run,3,2,52,<50k,3,Single,Employed,Female,New,,0.0
run,3,2,31,200k+,1,Single,Employed,Male,Returning,Firm2,0.6779101490974426
run,3,2,37,200k+,1,Divorced,Employed,Male,Returning,Firm2,0.4963650703430176
run,3,2,32,50k-100k,2,Single,Employed,Female,Returning,Firm2,0.9116355180740356
run,3,2,21,<50k,1,Married,Student,Male,Returning,Firm2,0.963915228843689
run,3,2,29,<50k,4,Married,Employed,Female,Returning,Firm1,0.5848812460899353
run,3,2,27,<50k,4,Single,Employed,Female,Returning,Firm2,0.888264000415802
run,3,2,30,50k-100k,1,Single,Employed,Male,Returning,Firm1,0.9359090328216553
run,3,2,53,200k+,1,Married,Employed,Female,Returning,Firm1,0.692591667175293
run,3,2,38,100k-200k,2,Single,Employed,Male,New,,0.0
run,3,2,34,200k+,1,Single,Employed,Male,Returning,Firm1,0.4659668505191803
run,3,2,44,100k-200k,4,Single,Employed,Female,Returning,Firm1,0.5691705346107483
run,3,2,41,50k-100k,1,Married,Unemployed,Male,New,,0.0
run,3,2,42,100k-200k,1,Single,Employed,Female,Returning,Firm2,0.5561404228210449
run,3,2,42,50k-100k,2,Single,Employed,Female,New,,0.0
run,3,2,30,50k-100k,1,Single,Employed,Male,Returning,Firm1,0.4269707500934601
run,3,2,28,50k-100k,1,Married,Employed,Male,New,,0.0
run,3,2,33,50k-100k,6,Single,Employed,Female,New,,0.0
run,3,2,38,50k-100k,1,Married,Employed,Male,Returning,Firm2,0.809833288192749
run,3,2,46,100k-200k,1,Single,Unemployed,Female,Returning,Firm1,0.8149003982543945
run,3,2,41,100k-200k,2,Single,Employed,Male,Returning,Firm1,0.8961316347122192
run,3,2,57,50k-100k,1,Married,Employed,Female,New,,0.0
run,3,2,37,<50k,3,Single,Unemployed,Female,New,,0.0
run,3,2,53,200k+,3,Married,Employed,Female,Returning,Firm1,0.828513503074646
run,3,2,34,50k-100k,1,Married,Employed,Male,Returning,Firm1,0.4819108545780182
run,3,2,42,50k-100k,6,Single,Employed,Male,Returning,Firm1,0.7737194895744324
run,3,2,39,100k-200k,1,Single,Unemployed,Female,Returning,Firm1,0.8875827789306641
run,3,2,38,50k-100k,1,Married,Unemployed,Male,Returning,Firm2,0.8632826209068298
run,3,2,59,<50k,1,Married,Employed,Female,Returning,Firm2,0.47485968470573425
run,3,2,48,50k-100k,1,Single,Employed,Female,Returning,Firm1,0.4703207314014435
run,3,2,40,50k-100k,3,Divorced,Employed,Female,New,,0.0
run,3,2,45,50k-100k,3,Single,Employed,Female,Returning,Firm1,0.5063608288764954
run,3,2,18,200k+,2,Single,Student,Male,New,,0.0
run,3,2,23,200k+,1,Married,Unemployed,Female,New,,0.0
run,3,2,54,50k-100k,2,Married,Employed,Female,Returning,Firm1,0.44483473896980286
run,3,2,57,200k+,1,Single,Employed,Female,Returning,Firm1,0.6120861768722534
run,3,2,35,50k-100k,4,Single,Employed,Male,Returning,Firm1,0.5278632044792175
run,3,2,43,<50k,2,Single,Employed,Male,Returning,Firm2,0.8836614489555359
run,3,2,59,200k+,1,Single,Employed,Male,Returning,Firm2,0.47008171677589417
run,3,2,76,100k-200k,1,Single,Retired,Female,New,,0.0
run,3,2,55,200k+,1,Single,Employed,Female,Returning,Firm1,0.909278392791748
run,3,2,33,50k-100k,1,Single,Employed,Male,Returning,Firm2,0.6181386113166809
run,3,2,52,<50k,3,Divorced,Employed,Female,New,,0.0
run,3,2,54,50k-100k,1,Single,Employed,Male,Returning,Firm1,0.7190611362457275
run,3,2,45,50k-100k,4,Married,Employed,Female,New,,0.0
run,3,2,27,<50k,1,Single,Employed,Female,New,,0.0
run,3,2,31,50k-100k,1,Married,Employed,Male,Returning,Firm2,0.4726834297180176
run,3,2,40,50k-100k,2,Single,Employed,Female,New,,0.0
run,3,2,18,<50k,3,Single,Student,Female,Returning,Firm2,0.9353691935539246
run,3,2,30,100k-200k,1,Divorced,Employed,Male,New,,0.0
run,3,2,18,<50k,2,Married,Student,Female,Returning,Firm1,0.8949081301689148
run,3,2,28,200k+,2,Married,Employed,Female,New,,0.0
run,3,2,43,100k-200k,1,Single,Unemployed,Female,New,,0.0
run,3,2,40,200k+,1,Divorced,Employed,Male,Returning,Firm2,0.7161130309104919
run,3,2,46,<50k,2,Single,Employed,Female,New,,0.0
run,3,2,30,<50k,1,Single,Employed,Female,Returning,Firm2,0.9027378559112549
run,3,2,29,200k+,4,Single,Employed,Female,Returning,Firm1,0.6387446522712708
run,3,2,39,50k-100k,1,Single,Employed,Female,Returning,Firm1,0.47997167706489563
run,3,2,35,50k-100k,2,Married,Unemployed,Male,Returning,Firm1,0.9492921829223633
run,3,2,28,<50k,2,Married,Employed,Female,New,,0.0
run,3,2,36,200k+,3,Single,Employed,Female,Returning,Firm1,0.6331650018692017
run,3,2,18,200k+,3,Single,Employed,Female,New,,0.0
run,3,2,34,200k+,2,Divorced,Employed,Male,New,,0.0
run,3,2,18,50k-100k,3,Single,Employed,Female,New,,0.0
run,3,2,26,50k-100k,3,Married,Employed,Female,Returning,Firm1,0.7689212560653687
run,3,2,54,50k-100k,1,Married,Unemployed,Male,New,,0.0
run,3,2,25,200k+,1,Divorced,Unemployed,Female,Returning,Firm2,0.5062881112098694
run,3,2,49,50k-100k,1,Single,Employed,Female,New,,0.0
run,3,2,38,50k-100k,1,Married,Employed,Female,Returning,Firm1,0.5259714722633362
run,3,2,33,100k-200k,4,Married,Employed,Male,Returning,Firm1,0.7244018316268921
run,3,2,29,100k-200k,2,Single,Employed,Female,New,,0.0
run,3,2,23,<50k,3,Married,Employed,Male,New,,0.0
run,3,2,46,50k-100k,1,Single,Employed,Male,Returning,Firm1,0.963050365447998
run,3,2,42,<50k,6,Married,Employed,Female,Returning,Firm2,0.9429168105125427
run,3,2,18,50k-100k,1,Divorced,Student,Male,New,,0.0
run,3,2,28,50k-100k,2,Married,Employed,Male,Returning,Firm1,0.40260636806488037
run,3,2,56,<50k,5,Married,Employed,Female,Returning,Firm2,0.9161619544029236
run,3,2,31,200k+,3,Married,Unemployed,Male,Returning,Firm2,0.7404208183288574
run,3,2,19,50k-100k,1,Single,Student,Male,Returning,Firm1,0.9693065881729126
run,3,2,47,50k-100k,1,Single,Employed,Female,Returning,Firm1,0.8985313177108765
run,3,2,49,50k-100k,2,Single,Employed,Female,Returning,Firm1,0.764951229095459
run,3,2,61,50k-100k,2,Married,Employed,Female,Returning,Firm2,0.7979365587234497
run,3,2,30,50k-100k,2,Married,Employed,Female,New,,0.0
run,3,2,18,50k-100k,2,Single,Student,Female,New,,0.0
run,3,2,28,200k+,3,Married,Employed,Female,Returning,Firm1,0.5313341021537781
run,3,2,41,100k-200k,1,Married,Employed,Female,Returning,Firm2,0.7895448207855225
run,3,2,22,50k-100k,2,Single,Employed,Male,Returning,Firm2,0.5914956331253052
run,3,2,29,100k-200k,1,Single,Employed,Female,Returning,Firm2,0.7243483662605286
run,3,2,44,200k+,3,Single,Employed,Male,Returning,Firm2,0.7443992495536804
run,3,2,44,100k-200k,5,Single,Unemployed,Male,New,,0.0
run,3,2,46,50k-100k,3,Single,Employed,Male,Returning,Firm1,0.8080040812492371
run,3,2,24,100k-200k,1,Single,Employed,Male,Returning,Firm1,0.4291216731071472
run,3,2,52,50k-100k,1,Married,Employed,Male,New,,0.0
run,3,2,41,50k-100k,1,Single,Employed,Male,Returning,Firm2,0.4066562056541443
run,3,2,34,50k-100k,1,Single,Employed,Female,New,,0.0
run,3,2,40,100k-200k,1,Married,Employed,Female,Returning,Firm2,0.978779137134552
run,3,2,18,100k-200k,2,Single,Employed,Male,Returning,Firm2,0.9751209616661072
run,3,2,27,50k-100k,1,Married,Employed,Female,Returning,Firm1,0.8706518411636353
run,3,2,42,100k-200k,1,Married,Employed,Female,New,,0.0
run,3,2,44,50k-100k,1,Married,Employed,Male,Returning,Firm2,0.6700319647789001
run,3,2,44,200k+,2,Married,Unemployed,Male,Returning,Firm1,0.5693219900131226
run,3,2,33,100k-200k,1,Single,Employed,Male,Returning,Firm1,0.7412217855453491
run,3,2,40,<50k,1,Divorced,Employed,Male,New,,0.0
run,3,2,48,50k-100k,5,Divorced,Employed,Male,Returning,Firm1,0.4283192753791809
run,3,2,35,200k+,1,Single,Employed,Male,Returning,Firm1,0.9793855547904968
run,3,2,21,<50k,1,Married,Employed,Male,Returning,Firm2,0.7311787605285645
run,3,2,48,200k+,1,Single,Employed,Female,Returning,Firm2,0.7008076906204224
run,3,2,45,50k-100k,5,Single,Employed,Female,New,,0.0
run,3,2,48,200k+,2,Single,Employed,Female,Returning,Firm1,0.5342414975166321
run,3,2,18,<50k,2,Single,Employed,Female,New,,0.0
run,3,2,35,50k-100k,1,Married,Employed,Male,New,,0.0
run,3,2,22,50k-100k,1,Married,Employed,Male,Returning,Firm2,0.776802659034729
run,3,2,18,<50k,1,Single,Student,Male,Returning,Firm2,0.8464735150337219
run,3,2,42,200k+,1,Single,Employed,Female,Returning,Firm1,0.9237841963768005
run,3,2,63,50k-100k,3,Single,Employed,Male,Returning,Firm1,0.42920175194740295
run,3,2,18,50k-100k,2,Divorced,Student,Male,Returning,Firm1,0.965938925743103
run,3,2,21,100k-200k,2,Single,Student,Male,Returning,Firm2,0.4878532588481903
run,3,2,29,<50k,1,Married,Employed,Female,Returning,Firm1,0.8505520820617676
run,3,2,51,50k-100k,1,Single,Employed,Male,New,,0.0
run,3,2,19,100k-200k,3,Married,Student,Male,New,,0.0
run,3,2,45,50k-100k,2,Single,Employed,Female,Returning,Firm1,0.9796514511108398
run,3,2,24,100k-200k,2,Single,Unemployed,Male,New,,0.0
run,3,2,32,50k-100k,2,Married,Employed,Female,Returning,Firm1,0.9012695550918579
run,3,2,32,50k-100k,4,Married,Employed,Male,Returning,Firm1,0.5291322469711304
run,3,2,26,50k-100k,2,Divorced,Employed,Male,Returning,Firm2,0.44376733899116516
run,3,2,50,200k+,3,Married,Employed,Male,Returning,Firm2,0.7656285762786865
run,3,2,61,<50k,1,Divorced,Employed,Female,Returning,Firm2,0.6370960474014282
run,3,2,30,<50k,1,Single,Employed,Male,Returning,Firm1,0.6362242102622986
run,3,2,47,50k-100k,5,Single,Employed,Female,Returning,Firm1,0.793552577495575
run,3,2,18,50k-100k,3,Single,Student,Male,Returning,Firm1,0.8539354205131531
run,3,2,21,200k+,1,Single,Student,Male,Returning,Firm2,0.464999258518219
run,3,2,43,<50k,2,Single,Unemployed,Female,New,,0.0
run,3,2,46,50k-100k,4,Single,Employed,Male,Returning,Firm2,0.5972325801849365
run,3,2,24,50k-100k,2,Single,Unemployed,Female,Returning,Firm2,0.672971248626709
run,3,2,39,50k-100k,1,Married,Employed,Male,Returning,Firm2,0.8874365091323853
run,3,2,37,100k-200k,2,Single,Unemployed,Male,Returning,Firm2,0.5191811323165894
run,3,2,23,<50k,1,Married,Unemployed,Female,New,,0.0
run,3,2,19,50k-100k,1,Single,Student,Male,Returning,Firm1,0.9693065881729126
run,3,2,31,100k-200k,4,Married,Employed,Male,Returning,Firm2,0.9213573336601257
run,3,2,29,50k-100k,4,Married,Employed,Female,Returning,Firm1,0.6051210761070251
run,3,2,41,50k-100k,3,Married,Employed,Male,Returning,Firm2,0.6310160160064697
run,3,2,46,<50k,3,Single,Employed,Female,Returning,Firm1,0.5118575096130371
run,3,2,40,200k+,2,Married,Employed,Male,New,,0.0
run,3,2,50,100k-200k,4,Married,Employed,Female,Returning,Firm1,0.7395269274711609
run,3,2,48,50k-100k,2,Single,Employed,Male,Returning,Firm2,0.8527597784996033
run,3,2,59,50k-100k,3,Married,Employed,Female,Returning,Firm2,0.6107430458068848
run,3,2,32,200k+,2,Single,Employed,Female,New,,0.0
run,3,2,32,200k+,2,Single,Employed,Male,Returning,Firm2,0.45290157198905945
run,3,2,18,50k-100k,1,Single,Student,Female,Returning,Firm1,0.923358142375946
run,3,2,33,50k-100k,2,Married,Employed,Female,Returning,Firm1,0.4645533263683319
run,3,2,31,100k-200k,2,Single,Employed,Female,Returning,Firm1,0.5263411998748779
run,3,2,27,100k-200k,2,Married,Employed,Male,Returning,Firm2,0.5436970591545105
run,3,2,27,200k+,1,Married,Employed,Male,Returning,Firm1,0.681183934211731
run,3,2,38,100k-200k,1,Married,Employed,Male,New,,0.0
run,3,2,22,50k-100k,3,Single,Employed,Male,Returning,Firm2,0.4324837923049927
run,3,2,29,100k-200k,3,Married,Employed,Female,New,,0.0
run,3,2,62,<50k,1,Single,Employed,Male,Returning,Firm2,0.6561675071716309
run,3,2,45,100k-200k,1,Married,Employed,Female,Returning,Firm2,0.9385940432548523
run,3,2,36,200k+,1,Married,Employed,Female,Returning,Firm2,0.5909651517868042
run,3,2,18,50k-100k,3,Married,Student,Male,Returning,Firm2,0.6043117046356201
run,3,2,41,50k-100k,2,Single,Employed,Male,Returning,Firm2,0.5987761616706848
run,3,2,38,50k-100k,2,Divorced,Employed,Male,New,,0.0
run,3,2,25,200k+,1,Single,Unemployed,Male,Returning,Firm1,0.976707398891449
run,3,2,38,50k-100k,6,Single,Employed,Female,New,,0.0
run,3,2,36,<50k,1,Divorced,Unemployed,Male,Returning,Firm1,0.6546928286552429
run,3,2,28,100k-200k,4,Single,Employed,Female,New,,0.0
run,3,2,28,200k+,3,Married,Employed,Female,Returning,Firm2,0.6747749447822571
run,3,2,23,50k-100k,6,Single,Employed,Female,Returning,Firm1,0.8328476548194885
run,3,2,35,200k+,1,Single,Employed,Male,New,,0.0
run,3,2,25,100k-200k,2,Married,Employed,Female,New,,0.0
run,3,2,36,50k-100k,2,Single,Employed,Male,New,,0.0
run,3,2,40,200k+,1,Single,Unemployed,Male,New,,0.0
run,3,2,25,<50k,2,Married,Employed,Female,Returning,Firm1,0.6269848346710205
run,3,2,18,100k-200k,2,Single,Employed,Male,Returning,Firm2,0.9751209616661072
run,3,2,18,<50k,1,Married,Student,Male,New,,0.0
run,3,2,38,50k-100k,1,Married,Employed,Male,Returning,Firm1,0.7641733884811401
run,3,2,21,100k-200k,1,Single,Student,Male,New,,0.0
run,3,2,28,50k-100k,1,Married,Employed,Male,Returning,Firm1,0.87798011302948
run,3,2,57,200k+,2,Married,Employed,Female,Returning,Firm2,0.6945995092391968
run,3,2,40,200k+,4,Married,Employed,Female,Returning,Firm1,0.86545729637146
run,3,2,48,<50k,2,Married,Employed,Female,Returning,Firm1,0.6980964541435242
run,3,2,35,50k-100k,2,Single,Employed,Male,Returning,Firm2,0.9859139919281006
run,3,2,35,100k-200k,3,Single,Employed,Female,New,,0.0
run,3,2,47,100k-200k,3,Single,Employed,Male,Returning,Firm1,0.43026241660118103
run,3,2,42,50k-100k,2,Single,Employed,Male,New,,0.0
run,3,2,49,50k-100k,2,Single,Employed,Female,New,,0.0
run,3,2,51,200k+,2,Married,Employed,Female,New,,0.0
run,3,2,39,50k-100k,2,Single,Employed,Female,Returning,Firm1,0.6856828927993774
run,3,2,18,<50k,1,Single,Student,Female,New,,0.0
run,3,2,33,200k+,2,Divorced,Employed,Female,New,,0.0
run,3,2,33,<50k,5,Married,Employed,Male,New,,0.0
run,3,2,22,100k-200k,3,Divorced,Employed,Female,Returning,Firm2,0.827438235282898
run,3,2,47,200k+,1,Single,Employed,Female,New,,0.0
run,3,2,28,50k-100k,4,Single,Unemployed,Male,Returning,Firm2,0.46599170565605164
run,3,2,34,<50k,2,Single,Employed,Female,Returning,Firm2,0.6043069362640381
run,3,2,46,200k+,2,Married,Employed,Female,Returning,Firm1,0.6454212069511414
run,3,2,18,50k-100k,3,Married,Student,Male,Returning,Firm2,0.9178124070167542
run,3,2,18,200k+,1,Married,Student,Male,New,,0.0
run,3,2,37,50k-100k,4,Single,Employed,Female,Returning,Firm1,0.8901754021644592
run,3,2,40,100k-200k,2,Single,Employed,Male,Returning,Firm1,0.4865633547306061
run,3,2,38,50k-100k,2,Single,Employed,Female,Returning,Firm2,0.9861168265342712
run,3,2,23,50k-100k,5,Single,Employed,Male,Returning,Firm2,0.9306613206863403
run,3,2,35,200k+,1,Divorced,Employed,Female,New,,0.0
run,3,2,44,50k-100k,3,Single,Employed,Male,New,,0.0
run,3,2,35,<50k,2,Married,Employed,Female,New,,0.0
run,3,2,49,100k-200k,2,Single,Employed,Female,Returning,Firm1,0.9695677161216736
run,3,2,18,50k-100k,2,Married,Student,Female,New,,0.0
run,3,2,48,50k-100k,3,Single,Employed,Male,New,,0.0
run,3,2,37,50k-100k,1,Single,Employed,Female,Returning,Firm1,0.7982567548751831
run,3,2,47,100k-200k,2,Married,Employed,Female,Returning,Firm1,0.5174322128295898
run,3,2,24,<50k,2,Single,Employed,Male,Returning,Firm2,0.4764525890350342
run,3,2,45,50k-100k,1,Single,Employed,Male,New,,0.0
run,3,2,46,<50k,2,Married,Employed,Male,New,,0.0
run,3,2,53,200k+,2,Married,Unemployed,Male,Returning,Firm1,0.7889217734336853
run,3,2,37,100k-200k,5,Single,Employed,Male,New,,0.0
run,3,2,18,50k-100k,1,Single,Student,Female,Returning,Firm1,0.40589091181755066
run,3,2,41,<50k,3,Married,Employed,Male,Returning,Firm2,0.9308150410652161
